filename,image_name,class,class_index,description
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_BNF_863_cn_coin_2069_o_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2063_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2065_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2066_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2067_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2070_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2071_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2072_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2073_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2076_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2077_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2078_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2080_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2081_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2082_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_cn_coin_2084_p_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_MK_18239200_cn_coin_2053_o_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\1087,CN_type_1087_MK_18239201_cn_coin_4697_o_merged.jpg,1087,0,"Laureate head of bearded Heracles, left club behind."",""Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre at his feet, eagle, standing left, head right, with half spread wings."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_BNF_41768019_cn_coin_23422_o_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_cn_coin_23422_p_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_BNF_41768021_cn_coin_23424_o_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_cn_coin_23424_p_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_BNF_41768022_cn_coin_23425_o_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_cn_coin_23425_p_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_cn_coin_18106_p_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_MK_18231750_cn_coin_18106_o_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_cn_coin_18107_p_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
F:\Users\basti\Documents\Goethe Uni\Data Challange\multimodal - Kopie\data\merged_coins\11115,CN_type_11115_MK_18231751_cn_coin_18107_o_merged.jpg,11115,1,"Head of Athena, right, wearing Attic helmet."",""Asclepius seated left, feeding serpent with right hand."
